	sample_id	partner_sample_id	contributor	country	location	year	month	latitude	longitude	sex_call	species_gambiae_coluzzii	aim_fraction_colu	species	insecticide	concentration	exposure_time	phenotype	plate
421	VBS19684-5563STDY7800762	WA-0902	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.964	coluzzii	Delta	0.5	60	dead	WGS_PL15
422	VBS19685-5563STDY7800763	WA-0903	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.977	coluzzii	Delta	0.5	60	dead	WGS_PL15
423	VBS19686-5563STDY7800764	WA-0904	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.978	coluzzii	Delta	0.5	60	dead	WGS_PL15
424	VBS19687-5563STDY7800765	WA-0905	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.968	coluzzii	Delta	0.5	60	dead	WGS_PL15
425	VBS19688-5563STDY7800766	WA-0906	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.969	coluzzii	Delta	0.5	60	dead	WGS_PL15
426	VBS19689-5563STDY7800767	WA-0907	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.969	coluzzii	Delta	0.5	60	dead	WGS_PL15
427	VBS19690-5563STDY7800768	WA-0908	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.98	coluzzii	Delta	0.5	60	dead	WGS_PL15
428	VBS19691-5563STDY7800769	WA-0909	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.963	coluzzii	Delta	0.5	60	dead	WGS_PL15
429	VBS19692-5563STDY7800770	WA-0910	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	0.5	60	dead	WGS_PL15
430	VBS19693-5563STDY7800771	WA-0911	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
431	VBS19694-5563STDY7800772	WA-0912	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	0.5	60	dead	WGS_PL15
432	VBS19695-5563STDY7800773	WA-0913	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	0.5	60	dead	WGS_PL15
433	VBS19696-5563STDY7800774	WA-0914	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	0.5	60	dead	WGS_PL15
434	VBS19697-5563STDY7800775	WA-0915	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
435	VBS19698-5563STDY7800776	WA-0916	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	0.5	60	dead	WGS_PL15
436	VBS19699-5563STDY7800777	WA-0917	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.976	coluzzii	Delta	0.5	60	dead	WGS_PL15
437	VBS19700-5563STDY7800778	WA-0918	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	intermediate	0.803	coluzzii	Delta	0.5	60	dead	WGS_PL15
438	VBS19701-5563STDY7800779	WA-0919	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	0.5	60	dead	WGS_PL15
439	VBS19702-5563STDY7800780	WA-0920	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	0.5	60	dead	WGS_PL15
440	VBS19703-5563STDY7800781	WA-0921	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.967	coluzzii	Delta	0.5	60	dead	WGS_PL15
441	VBS19704-5563STDY7800782	WA-0922	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.961	coluzzii	Delta	0.5	60	dead	WGS_PL15
442	VBS19705-5563STDY7800783	WA-0923	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.957	coluzzii	Delta	0.5	60	dead	WGS_PL15
443	VBS19706-5563STDY7800784	WA-0924	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.967	coluzzii	Delta	0.5	60	dead	WGS_PL15
444	VBS19707-5563STDY7800785	WA-0925	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	0.5	60	dead	WGS_PL15
445	VBS19708-5563STDY7800786	WA-0926	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
446	VBS19709-5563STDY7800787	WA-0927	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	0.5	60	dead	WGS_PL15
447	VBS19710-5563STDY7800788	WA-0928	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	0.5	60	dead	WGS_PL15
448	VBS19711-5563STDY7800789	WA-0929	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	0.5	60	dead	WGS_PL15
449	VBS19712-5563STDY7800790	WA-0930	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
450	VBS19713-5563STDY7800791	WA-0931	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	0.5	60	dead	WGS_PL15
451	VBS19714-5563STDY7800792	WA-0932	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	0.5	60	dead	WGS_PL15
452	VBS19715-5563STDY7800793	WA-0933	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	0.5	60	dead	WGS_PL15
453	VBS19716-5563STDY7800794	WA-0934	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	0.5	60	dead	WGS_PL15
454	VBS19717-5563STDY7800795	WA-0935	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.978	coluzzii	Delta	0.5	60	dead	WGS_PL15
455	VBS19718-5563STDY7800796	WA-0936	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.98	coluzzii	Delta	0.5	60	dead	WGS_PL15
456	VBS19720-5563STDY7800797	WA-0938	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.961	coluzzii	Delta	0.5	60	dead	WGS_PL15
457	VBS19721-5563STDY7800798	WA-0939	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.978	coluzzii	Delta	0.5	60	dead	WGS_PL15
458	VBS19722-5563STDY7800799	WA-0940	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.968	coluzzii	Delta	0.5	60	dead	WGS_PL15
459	VBS19723-5563STDY7800800	WA-0941	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	0.5	60	dead	WGS_PL15
460	VBS19724-5563STDY7800801	WA-0942	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	M	coluzzii	0.973	coluzzii	Delta	0.5	60	dead	WGS_PL15
461	VBS19725-5563STDY7800802	WA-0943	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.968	coluzzii	Delta	0.5	60	dead	WGS_PL15
462	VBS19726-5563STDY7800803	WA-0944	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.976	coluzzii	Delta	0.5	60	dead	WGS_PL15
463	VBS19727-5563STDY7800804	WA-0945	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	0.5	60	dead	WGS_PL15
464	VBS19728-5563STDY7800805	WA-0946	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
465	VBS19729-5563STDY7800808	WA-0947	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.977	coluzzii	Delta	0.5	60	dead	WGS_PL15
466	VBS19731-5563STDY7800809	WA-0949	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.976	coluzzii	Delta	0.5	60	dead	WGS_PL15
467	VBS19732-5563STDY7800810	WA-0950	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	0.5	60	dead	WGS_PL15
468	VBS19733-5563STDY7800811	WA-0951	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.977	coluzzii	Delta	0.5	60	dead	WGS_PL15
469	VBS19734-5563STDY7800812	WA-0952	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.976	coluzzii	Delta	0.5	60	dead	WGS_PL15
470	VBS19735-5563STDY7800813	WA-0953	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	0.5	60	dead	WGS_PL15
471	VBS19736-5563STDY7800814	WA-0954	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
472	VBS19737-5563STDY7800815	WA-0955	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	0.5	60	dead	WGS_PL15
473	VBS19739-5563STDY7800816	WA-0957	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.965	coluzzii	Delta	0.5	60	dead	WGS_PL15
474	VBS19740-5563STDY7800817	WA-0958	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	0.5	60	dead	WGS_PL15
475	VBS19741-5563STDY7800818	WA-0959	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	0.5	60	dead	WGS_PL15
476	VBS19742-5563STDY7800819	WA-0960	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	0.5	60	dead	WGS_PL15
477	VBS19743-5563STDY7800820	WA-0961	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.97	coluzzii	Delta	0.5	60	dead	WGS_PL15
478	VBS19744-5563STDY7800821	WA-0962	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.965	coluzzii	Delta	0.5	60	dead	WGS_PL15
479	VBS19745-5563STDY7800822	WA-0963	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
480	VBS19746-5563STDY7800823	WA-0964	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	0.5	60	dead	WGS_PL15
481	VBS19747-5563STDY7800824	WA-0965	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.977	coluzzii	Delta	0.5	60	dead	WGS_PL15
482	VBS19750-5563STDY7800827	WA-0968	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	0.5	60	dead	WGS_PL15
483	VBS19751-5563STDY7800828	WA-0969	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	0.5	60	dead	WGS_PL15
484	VBS19752-5563STDY7800829	WA-0970	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	0.5	60	dead	WGS_PL15
485	VBS19753-5563STDY7800830	WA-0971	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.965	coluzzii	Delta	0.5	60	dead	WGS_PL15
486	VBS19754-5563STDY7800831	WA-0972	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.961	coluzzii	Delta	0.5	60	dead	WGS_PL15
487	VBS19755-5563STDY7800832	WA-0973	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	5.0	60	alive	WGS_PL16
488	VBS19756-5563STDY7800833	WA-0974	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.968	coluzzii	Delta	5.0	60	alive	WGS_PL16
489	VBS19757-5563STDY7800834	WA-0975	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.978	coluzzii	Delta	5.0	60	alive	WGS_PL16
490	VBS19758-5563STDY7800835	WA-0976	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.977	coluzzii	Delta	5.0	60	alive	WGS_PL16
491	VBS19759-5563STDY7800836	WA-0977	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.97	coluzzii	Delta	5.0	60	alive	WGS_PL16
492	VBS19761-5563STDY7800838	WA-0979	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.978	coluzzii	Delta	5.0	60	alive	WGS_PL16
493	VBS19762-5563STDY7800839	WA-0980	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	5.0	60	alive	WGS_PL16
494	VBS19763-5563STDY7800840	WA-0981	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.968	coluzzii	Delta	5.0	60	alive	WGS_PL16
495	VBS19764-5563STDY7800841	WA-0982	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.977	coluzzii	Delta	5.0	60	alive	WGS_PL16
496	VBS19767-5563STDY7800843	WA-0985	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	5.0	60	alive	WGS_PL16
497	VBS19768-5563STDY7800844	WA-0986	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	5.0	60	alive	WGS_PL16
498	VBS19769-5563STDY7800845	WA-0987	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.978	coluzzii	Delta	5.0	60	alive	WGS_PL16
499	VBS19770-5563STDY7800846	WA-0988	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.984	coluzzii	Delta	5.0	60	alive	WGS_PL16
500	VBS19773-5563STDY7800849	WA-0991	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	5.0	60	alive	WGS_PL16
501	VBS19775-5563STDY7800850	WA-0993	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.97	coluzzii	Delta	5.0	60	alive	WGS_PL16
502	VBS19776-5563STDY7800851	WA-0994	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	5.0	60	alive	WGS_PL16
503	VBS19777-5563STDY7800852	WA-0995	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.969	coluzzii	Delta	5.0	60	alive	WGS_PL16
504	VBS19778-5563STDY7800853	WA-0996	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.965	coluzzii	Delta	5.0	60	alive	WGS_PL16
505	VBS19779-5563STDY7800854	WA-0997	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	5.0	60	alive	WGS_PL16
506	VBS19780-5563STDY7800855	WA-0998	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	5.0	60	alive	WGS_PL16
507	VBS19781-5563STDY7800856	WA-0999	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	5.0	60	alive	WGS_PL16
508	VBS19782-5563STDY7800857	WA-1000	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.981	coluzzii	Delta	5.0	60	alive	WGS_PL16
509	VBS19783-5563STDY7800858	WA-1001	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	5.0	60	alive	WGS_PL16
510	VBS19784-5563STDY7800859	WA-1002	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.966	coluzzii	Delta	5.0	60	alive	WGS_PL16
511	VBS19785-5563STDY7800860	WA-1003	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.963	coluzzii	Delta	5.0	60	alive	WGS_PL16
512	VBS19786-5563STDY7800861	WA-1004	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.964	coluzzii	Delta	5.0	60	alive	WGS_PL16
513	VBS19787-5563STDY7800862	WA-1005	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.978	coluzzii	Delta	5.0	60	alive	WGS_PL16
514	VBS19788-5563STDY7800863	WA-1006	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.966	coluzzii	Delta	5.0	60	alive	WGS_PL16
515	VBS19789-5563STDY7800864	WA-1007	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	5.0	60	alive	WGS_PL16
516	VBS19791-5563STDY7800865	WA-1009	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.981	coluzzii	Delta	5.0	60	alive	WGS_PL16
517	VBS19792-5563STDY7800866	WA-1010	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	5.0	60	alive	WGS_PL16
518	VBS19793-5563STDY7800867	WA-1011	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.973	coluzzii	Delta	5.0	60	alive	WGS_PL16
519	VBS19794-5563STDY7800868	WA-1012	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.976	coluzzii	Delta	5.0	60	alive	WGS_PL16
520	VBS19795-5563STDY7800869	WA-1013	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.966	coluzzii	Delta	5.0	60	alive	WGS_PL16
521	VBS19796-5563STDY7800870	WA-1014	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	5.0	60	alive	WGS_PL16
522	VBS19797-5563STDY7800871	WA-1015	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	5.0	60	alive	WGS_PL16
523	VBS19799-5563STDY7800873	WA-1017	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	5.0	60	alive	WGS_PL16
524	VBS19800-5563STDY7800874	WA-1018	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.985	coluzzii	Delta	5.0	60	alive	WGS_PL16
525	VBS19801-5563STDY7800875	WA-1019	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.967	coluzzii	Delta	5.0	60	alive	WGS_PL16
526	VBS19802-5563STDY7800876	WA-1020	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.97	coluzzii	Delta	5.0	60	alive	WGS_PL16
527	VBS19803-5563STDY7800877	WA-1021	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.966	coluzzii	Delta	5.0	60	alive	WGS_PL16
528	VBS19804-5563STDY7800878	WA-1022	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.962	coluzzii	Delta	5.0	60	alive	WGS_PL16
529	VBS19805-5563STDY7800879	WA-1023	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.982	coluzzii	Delta	5.0	60	alive	WGS_PL16
530	VBS19806-5563STDY7800880	WA-1024	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.965	coluzzii	Delta	5.0	60	alive	WGS_PL16
531	VBS19807-5563STDY7800881	WA-1025	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.968	coluzzii	Delta	5.0	60	alive	WGS_PL16
532	VBS19808-5563STDY7800882	WA-1026	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.964	coluzzii	Delta	5.0	60	alive	WGS_PL16
533	VBS19809-5563STDY7800883	WA-1027	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	5.0	60	alive	WGS_PL16
534	VBS19810-5563STDY7800884	WA-1028	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.977	coluzzii	Delta	5.0	60	alive	WGS_PL16
535	VBS19811-5563STDY7800885	WA-1029	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.97	coluzzii	Delta	5.0	60	alive	WGS_PL16
536	VBS19812-5563STDY7800886	WA-1030	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.964	coluzzii	Delta	5.0	60	alive	WGS_PL16
537	VBS19813-5563STDY7800887	WA-1031	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	5.0	60	alive	WGS_PL16
538	VBS19814-5563STDY7800888	WA-1032	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.977	coluzzii	Delta	5.0	60	alive	WGS_PL16
539	VBS19815-5563STDY7800889	WA-1033	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.972	coluzzii	Delta	5.0	60	alive	WGS_PL16
540	VBS19816-5563STDY7800890	WA-1034	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	5.0	60	alive	WGS_PL16
541	VBS19817-5563STDY7800891	WA-1035	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.979	coluzzii	Delta	5.0	60	alive	WGS_PL16
542	VBS19818-5563STDY7800892	WA-1036	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.971	coluzzii	Delta	5.0	60	alive	WGS_PL16
543	VBS19819-5563STDY7800893	WA-1037	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	Delta	5.0	60	alive	WGS_PL16
544	VBS19821-5563STDY7800895	WA-1039	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.965	coluzzii	Delta	5.0	60	alive	WGS_PL16
545	VBS19823-5563STDY7800897	WA-1041	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.958	coluzzii	Delta	5.0	60	alive	WGS_PL16
546	VBS19824-5563STDY7800898	WA-1042	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	Delta	5.0	60	alive	WGS_PL16
547	VBS19825-5563STDY7800899	WA-1043	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.965	coluzzii	Delta	5.0	60	alive	WGS_PL16
548	VBS19827-5563STDY7800901	WA-1147	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.979	coluzzii	PM	0.5	60	dead	WGS_PL19
549	VBS19829-5563STDY7800905	WA-1149	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.98	coluzzii	PM	0.5	60	dead	WGS_PL19
550	VBS19833-5563STDY7800909	WA-1153	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.984	coluzzii	PM	0.5	60	dead	WGS_PL19
551	VBS19838-5563STDY7800914	WA-1158	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.969	coluzzii	PM	0.5	60	dead	WGS_PL19
552	VBS19839-5563STDY7800915	WA-1159	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	1	5.537	-0.24	F	coluzzii	0.977	coluzzii	PM	0.5	60	dead	WGS_PL19
553	VBS19842-5563STDY7800918	WA-1162	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.974	coluzzii	PM	0.5	60	dead	WGS_PL19
554	VBS19844-5563STDY7800920	WA-1164	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	PM	0.5	60	dead	WGS_PL19
555	VBS19845-5563STDY7800921	WA-1165	Alexander Egyir-Yawson	Ghana	Korle-Bu	2018	2	5.537	-0.24	F	coluzzii	0.975	coluzzii	PM	0.5	60	dead	WGS_PL19
